BrainMaps,5,,reticular nucleus of thalamus,unknown,birnlex_1721,macaca mulatta,nif-0000-00093,
BrainMaps,PIT,,reticular nucleus of thalamus,unknown,birnlex_1721,macaca mulatta,nif-0000-00093,
ABCD,nucleus parabrachialis,,nucleus mamillaris lateralis,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,pons,,nucleus inferior hypothalami,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,medulla oblongata,,Area ventralis tegmenti,exists,,Birds,nif-0000-00386,PMID:12655512
BrainMaps,cortical areas 1 & 2,,5,moderate,,macaca mulatta,nif-0000-00093,
BrainMaps,V4,,inferior nucleus of pulvinar  lateral division,unknown,birnlex_830,macaca mulatta,nif-0000-00093,
BrainMaps,cortical area 4,nlx_143555,claustrum,unknown,birnlex_1522,macaca mulatta,nif-0000-00093,
BrainMaps,cortical area 3a,,claustrum,unknown,birnlex_1522,macaca mulatta,nif-0000-00093,
BrainMaps,MST,,claustrum,unknown,birnlex_1522,macaca mulatta,nif-0000-00093,
BrainMaps,cortical area 4,nlx_143555,ventral horn,unknown,birnlex_2668,macaca mulatta,nif-0000-00093,
BrainMaps,Id/g,,13,unknown,,macaca mulatta,nif-0000-00093,
ABCD,medulla oblongata,,substantia grisea centralis,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,nucleus supraspinalis,,nucleus interpeduncularis,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,nucleus supraspinalis,,nucleus papillioformis,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,Hippocampus,birnlex_721,nucleus dorsolateralis anterior thalamis  pars medialis,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,hippocampus dorsale from PMID: 11977120,,neostriatum mediale,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,tegmentum,,Wulst,exists,,Birds,nif-0000-00386,
ABCD,hippocampus dorsale V-shaped area from PMID: 11977120,,Striatum mediale,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,hippocampus dorsale from PMID: 11977120,,Striatum laterale,exists,,Birds,nif-0000-00386,PMID:12655512 PMID:1430319 PMID:8276991
ABCD,tectum opticum,,Arcopallium anterius,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,nucleus ectomammillaris,,Arcopallium mediale,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,Wulst,,Arcopallium dorsale,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,dorsal thalamus,,archistriatum intermedium pars ventralis,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,nucleus isthmo-opticus,,Tuberculum olfactorium,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,ectopic cell region,,Nucleus septalis lateralis,exists,,Birds,nif-0000-00386,PMID:12655512
CoCoMac,inferotemporal area te,,lateral nucleus  amygdala,moderate,birnlex_2687,macaque,nif-0000-00022,
ABCD,Arcopallium,,Mesopallium,exists,,Birds,nif-0000-00386,PMID:12655512 PMID:8276991 PMID:1430319
ABCD,Arcopallium,,nucleus preopticus anterior,exists,,Birds,nif-0000-00386,PMID:12655512
BAMS,Precommissural nucleus,,Interanteromedial nucleus of the thalamus,moderate,,Rat,nif-0000-00018,PMID:10331578
ABCD,Arcopallium,,nucleus preopticus medialis,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,hippocampal complex,,nucleus preopticus periventricularis,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,pallium,,nucleus premammillaris,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,Striatum mediale,,nucleus infundibularis,exists,,Birds,nif-0000-00386,PMID:12655512
BAMS,Bed nuclei of the stria terminalis,birnlex_724,Lateral habenula,exists,birnlex_1438,Rat,nif-0000-00018,PMID:819466
ABCD,Nidopallium frontale,,nucleus inferior hypothalami,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,Striatum mediale,,hypothalamus pars lateralis,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,Striatum laterale,,area dorsalis hypothalami,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,Striatum laterale,,nucleus mamillaris medialis,exists,,Birds,nif-0000-00386,PMID:12655512
BAMS,Nucleus incertus diffuse part,,Pontine reticular nucleus,weak,,Rat,nif-0000-00018,PMID:11503154
ABCD,Striatum laterale,,nucleus paramedianus internus thalami,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,medulla oblongata,,nucleus dorsolateralis posterior thalami,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,nucleus parabrachialis,,nucleus dorsomedialis anterior thalami,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,nucleus parabrachialis,,formatio reticularis mesencephali pars medialis,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,nucleus parabrachialis,,locus coeruleus,exists,birnlex_905,Birds,nif-0000-00386,PMID:12655512
ABCD,medulla oblongata,,area pretectalis,exists,nlx_59721,Birds,nif-0000-00386,PMID:12655512
ABCD,shell region of the nucelus ovoidalis,,Stratum Griseum Periventriculare,exists,,Birds,nif-0000-00386,PMID:12655512
BrainMaps,preoptic area,birnlex_1706,supramamillary nucleus,unknown,birnlex_1479,macaca mulatta,nif-0000-00093,
BrainMaps,23,,retrosplenial cortex,unknown,,macaca mulatta,nif-0000-00093,
BrainMaps,entorhinal cortex,birnlex_1508,retrosplenial cortex,unknown,,macaca mulatta,nif-0000-00093,
BrainMaps,subiculum,birnlex_1305,retrosplenial cortex,unknown,,macaca mulatta,nif-0000-00093,
BrainMaps,presubiculum,birnlex_1108,retrosplenial cortex,unknown,,macaca mulatta,nif-0000-00093,
BrainMaps,perirhinal cortex,nlx_anat_1005013,retrosplenial cortex,unknown,,macaca mulatta,nif-0000-00093,
BrainMaps,TF/TH,,retrosplenial cortex,unknown,,macaca mulatta,nif-0000-00093,
BrainMaps,secondary visual cortex,,retrosplenial cortex,unknown,,macaca mulatta,nif-0000-00093,
BrainMaps,retrosplenial cortex,,23,unknown,,macaca mulatta,nif-0000-00093,
BrainMaps,9,,23,unknown,,macaca mulatta,nif-0000-00093,
BrainMaps,LIP,,23,unknown,,macaca mulatta,nif-0000-00093,
BrainMaps,V4,,23,unknown,,macaca mulatta,nif-0000-00093,
BrainMaps,32,,entorhinal cortex,unknown,birnlex_1508,macaca mulatta,nif-0000-00093,
BrainMaps,retrosplenial cortex,,entorhinal cortex,unknown,birnlex_1508,macaca mulatta,nif-0000-00093,
BrainMaps,7a,,7m,unknown,,macaca mulatta,nif-0000-00093,
BrainMaps,7a,,AIP,unknown,,macaca mulatta,nif-0000-00093,
BrainMaps,perirhinal cortex,nlx_anat_1005013,Ia,unknown,,macaca mulatta,nif-0000-00093,
BrainMaps,perirhinal cortex,nlx_anat_1005013,13,unknown,,macaca mulatta,nif-0000-00093,
BrainMaps,perirhinal cortex,nlx_anat_1005013,12,unknown,,macaca mulatta,nif-0000-00093,
BrainMaps,perirhinal cortex,nlx_anat_1005013,11,unknown,,macaca mulatta,nif-0000-00093,
BrainMaps,13,,perirhinal cortex,unknown,nlx_anat_1005013,macaca mulatta,nif-0000-00093,
BrainMaps,12,,perirhinal cortex,unknown,nlx_anat_1005013,macaca mulatta,nif-0000-00093,
BrainMaps,TF/TH,,32,unknown,,macaca mulatta,nif-0000-00093,
TemporalLobe.com,Presubiculum,birnlex_1108,Presubiculum,exists,birnlex_1108,Rat,nif-0000-24805,
TemporalLobe.com,Retrosplenial cortex Area 29b,,Presubiculum,exists,birnlex_1108,Rat,nif-0000-24805,
BrainMaps,25,,TF/TH,unknown,,macaca mulatta,nif-0000-00093,
BrainMaps,TF/TH,,Ia,unknown,,macaca mulatta,nif-0000-00093,
BAMS,Anterior hypothalamic dorsal part,birnlex_1226,Precommissural nucleus,moderate,,Rat,nif-0000-00018,PMID:10331578
BrainMaps,mediodorsal nucleus of thalamus,birnlex_1543,10,unknown,,macaca mulatta,nif-0000-00093,
ABCD,shell region of the nucelus ovoidalis,,nucleus intracollicularis,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,shell region of the nucelus ovoidalis,,substantia grisea centralis,exists,,Birds,nif-0000-00386,PMID:12655512
CoCoMac,inferotemporal area te,,lateral basal nucleus of the amygdala,weak,birnlex_2695,macaque,nif-0000-00022,
ABCD,shell region of the nucelus ovoidalis,,nucleus mesencephalicus lateralis pars dorsalis,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,hypothalamus,birnlex_734,formatio reticularis mesencephali pars lateralis,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,diencephalon,,Area temporo-parieto-occipitalis,exists,,Birds,nif-0000-00386,PMID:647399
ABCD,medulla oblongata,,Substantia nigra  pars compacta,exists,,Birds,nif-0000-00386,PMID:12655512
ABCD,medulla oblongata,,Substantia nigra  pars compacta,exists,,Birds,nif-0000-00386,PMID:12012204
ABCD,wing,,Substantia nigra  pars compacta,exists,,Birds,nif-0000-00386,PMID:12012204
ABCD,nucleus gracilis et cuneatus,,Substantia nigra  pars compacta,exists,,Birds,nif-0000-00386,PMID:12012204
ABCD,medulla oblongata,,Substantia nigra  pars compacta,exists,,Birds,nif-0000-00386,PMID:12012204
ABCD,nucleus subpretectalis,,Area ventralis tegmenti,exists,,Birds,nif-0000-00386,PMID:12012204
ABCD,medulla oblongata,,Area ventralis tegmenti,exists,,Birds,nif-0000-00386,PMID:12012204 PMID:7844254
ABCD,locus coeruleus,birnlex_905,Area ventralis tegmenti,exists,,Birds,nif-0000-00386,PMID:12012204
ABCD,locus coeruleus,birnlex_905,Area ventralis tegmenti,exists,,Birds,nif-0000-00386,PMID:12012204
ABCD,diencephalon,,Nidopallium intermedium,exists,,Birds,nif-0000-00386,PMID:7155350
ABCD,tegmentum,,nucleus pedunculo-pontinus,exists,,Birds,nif-0000-00386,PMID:12012204
TemporalLobe.com,EC,,Dentate gyrus,exists,birnlex_1178,Rat,nif-0000-24805,
BrainMaps,mediodorsal nucleus of thalamus,birnlex_1543,14,unknown,,macaca mulatta,nif-0000-00093,
BrainMaps,primary visual cortex,nlx_143552,secondary visual cortex,unknown,,,nif-0000-00093,
BrainMaps,LIP,,FEF,unknown,,macaca mulatta,nif-0000-00093,
TemporalLobe.com,Presubiculum,birnlex_1108,Medial Entorhinal Area,exists,nlx_21359,Rat,nif-0000-24805,
BrainMaps,LIP,,7a,unknown,,macaca mulatta,nif-0000-00093,
BrainMaps,mediodorsal nucleus of thalamus,birnlex_1543,9,unknown,,macaca mulatta,nif-0000-00093,
BrainMaps,claustrum,birnlex_1522,9,unknown,,macaca mulatta,nif-0000-00093,
BrainMaps,9,,claustrum,unknown,birnlex_1522,macaca mulatta,nif-0000-00093,
TemporalLobe.com,Retrosplenial cortex Area 29c,,CA1,exists,birnlex_1197,Rat,nif-0000-24805,
CoCoMac,accessory basal amygdaloid nucleus  parvicellular part,birnlex_2686,accessory basal (magnocellular) nucleus of the amygdala,exists,birnlex_1241,macaque,nif-0000-00022,
CoCoMac,accessory basal amygdaloid nucleus  parvicellular part,birnlex_2686,amygdalohippocampal area,exists,,macaque,nif-0000-00022,
CoCoMac,medial basal nucleus of the amygdala,birnlex_2696,amygdala,exists,birnlex_1241,macaque,nif-0000-00022,
CoCoMac,extrastriate area oa,nlx_anat_200905010,nucleus caudatus; genu  medial  dorsal,exists,,macaque,nif-0000-00022,
CoCoMac,extrastriate area oa,nlx_anat_200905010,nucleus caudatus; genu,exists,,macaque,nif-0000-00022,
CoCoMac,accessory basal amygdaloid nucleus  parvicellular part,birnlex_2686,amygdala,exists,birnlex_1241,macaque,nif-0000-00022,
CoCoMac,medial basal nucleus of the amygdala,birnlex_2696,lateral nucleus  amygdala,exists,birnlex_2687,macaque,nif-0000-00022,
BAMS,Precommissural nucleus,,Anterior hypothalamic nucleus anterior part,heavy,birnlex_1226,Rat,nif-0000-00018,PMID:10331578
CoCoMac,accessory basal amygdaloid nucleus  parvicellular part,birnlex_2686,central nucleus of the amygdala,exists,birnlex_2682,macaque,nif-0000-00022,
BAMS,Precommissural nucleus,,Anterior hypothalamic central part,heavy,birnlex_1226,Rat,nif-0000-00018,PMID:10331578
CoCoMac,medial nucleus of the amygdala,birnlex_2701,accessory basal nucleus (amygdala),exists,birnlex_2686,macaque,nif-0000-00022,
BAMS,Nucleus incertus diffuse part,,Subiculum,exists,birnlex_1305,Rat,nif-0000-00018,PMID:11503154
BAMS,Precommissural nucleus,,Anterior hypothalamic posterior part,heavy,birnlex_1226,Rat,nif-0000-00018,PMID:10331578
CoCoMac,accessory basal amygdaloid nucleus  parvicellular part,birnlex_2686,central nucleus of the amygdala,exists,birnlex_2682,macaque,nif-0000-00022,
CoCoMac,accessory basal amygdaloid nucleus  parvicellular part,birnlex_2686,cortical nucleus (amygdala),exists,birnlex_2700,macaque,nif-0000-00022,
BAMS,Nucleus incertus diffuse part,,Tegmental reticular nucleus,exists,,Rat,nif-0000-00018,PMID:11503154
CoCoMac,medial nucleus of the amygdala,birnlex_2701,amygdala,exists,birnlex_1241,macaque,nif-0000-00022,
BAMS,Lateral hypothalamic area,birnlex_4037,Septofimbrial nucleus,exists,birnlex_730,Rat,nif-0000-00018,PMID:9385454
BrainMaps,11,,claustrum,unknown,birnlex_1522,macaca mulatta,nif-0000-00093,
BrainMaps,11,,reticular nucleus of thalamus,unknown,birnlex_1721,macaca mulatta,nif-0000-00093,
BrainMaps,46,,claustrum,unknown,birnlex_1522,macaca mulatta,nif-0000-00093,
TemporalLobe.com,CA1,birnlex_1197,Lateral Entorhinal Area,exists,nlx_73082,Rat,nif-0000-24805,
TemporalLobe.com,Parasubiculum,nlx_anat_091002,CA3,exists,birnlex_1204,Rat,nif-0000-24805,
TemporalLobe.com,Presubiculum,birnlex_1108,PER,exists,,Rat,nif-0000-24805,
BrainMaps,cortical area 3b,,cortical areas 1 & 2,moderate,,macaca mulatta,nif-0000-00093,
BrainMaps,V4,,PIT,unknown,,macaca mulatta,nif-0000-00093,
CoCoMac,accessory basal amygdaloid nucleus  parvicellular part,birnlex_2686,lateral basal nucleus of the amygdala,exists,birnlex_2695,macaque,nif-0000-00022,
CoCoMac,accessory basal amygdaloid nucleus  parvicellular part,birnlex_2686,lateral nucleus  amygdala,exists,birnlex_2687,macaque,nif-0000-00022,
CoCoMac,area 10,,dorsal area 46,heavy,,macaque,nif-0000-00022,
CoCoMac,area 23b,,area 11,exists,,macaque,nif-0000-00022,
CoCoMac,accessory basal amygdaloid nucleus  parvicellular part,birnlex_2686,medial basal nucleus of the amygdala,exists,birnlex_2696,macaque,nif-0000-00022,
CoCoMac,accessory basal nucleus (amygdala),birnlex_2686,area 28a,heavy,birnlex_1508,macaque,nif-0000-00022,
CoCoMac,medial area 29,,area 11,weak,,macaque,nif-0000-00022,
CoCoMac,accessory basal amygdaloid nucleus  parvicellular part,birnlex_2686,medial nucleus of the amygdala,exists,birnlex_2701,macaque,nif-0000-00022,
CoCoMac,area 36,,lateral area 12,exists,,macaque,nif-0000-00022,
CoCoMac,nucleus centrum medianum (thalamus),birnlex_805,subarea of ventral premotor cortex,exists,,macaque,nif-0000-00022,
CoCoMac,accessory basal nucleus (amygdala),birnlex_2686,area 28b,heavy,birnlex_1508,macaque,nif-0000-00022,
CoCoMac,accessory basal amygdaloid nucleus  parvicellular part,birnlex_2686,periamygdaloid cortex,exists,birnlex_1291,macaque,nif-0000-00022,
BAMS,Substantia innominata,birnlex_915,Entorhinal area,moderate,birnlex_1508,Rat,nif-0000-00018,PMID:2461973
BrainMaps,PIT,,AIT,unknown,,macaca mulatta,nif-0000-00093,
CoCoMac,amygdala,birnlex_1241,accessory basal nucleus (amygdala),weak,birnlex_2686,macaque,nif-0000-00022,
BAMS,Superior colliculus,birnlex_1040,Pretectal region,exists,birnlex_703,Rat,nif-0000-00018,PMID:7413089
CoCoMac,amygdala,birnlex_1241,amygdalohippocampal area,exists,,macaque,nif-0000-00022,
CoCoMac,amygdala,birnlex_1241,anterior amygdaloid area,exists,birnlex_2698,macaque,nif-0000-00022,
BAMS,Superior colliculus,birnlex_1040,Periaqueductal gray,exists,birnlex_973,Rat,nif-0000-00018,PMID:3968240
TemporalLobe.com,Retrosplenial cortex Area 29c,,Parasubiculum,exists,nlx_anat_091002,Rat,nif-0000-24805,
CoCoMac,amygdala,birnlex_1241,cortical nucleus (amygdala),exists,birnlex_2700,macaque,nif-0000-00022,
CoCoMac,amygdala,birnlex_1241,corticoamygdalar transition area,exists,,macaque,nif-0000-00022,
CoCoMac,amygdala,birnlex_1241,lateral nucleus  amygdala,exists,birnlex_2687,macaque,nif-0000-00022,
CoCoMac,amygdala,birnlex_1241,medial basal nucleus of the amygdala,weak,birnlex_2696,macaque,nif-0000-00022,
CoCoMac,amygdala,birnlex_1241,medial nucleus of the amygdala,exists,birnlex_2701,macaque,nif-0000-00022,
BrainMaps,reticular nucleus of thalamus,birnlex_1721,inferior nucleus of pulvinar  lateral division,unknown,birnlex_830,macaca mulatta,nif-0000-00093,
BrainMaps,reticular nucleus of thalamus,birnlex_1721,mediodorsal nucleus of thalamus,unknown,birnlex_1543,macaca mulatta,nif-0000-00093,
BrainMaps,reticular nucleus of thalamus,birnlex_1721,dorsal lateral geniculate nucleus,unknown,birnlex_1595,macaca mulatta,nif-0000-00093,
CoCoMac,amygdala,birnlex_1241,periamygdaloid cortex,exists,birnlex_1291,macaque,nif-0000-00022,
BAMS,Bed nuclei of the stria terminalis,birnlex_724,Superior central nucleus raphe,exists,birnlex_889,Rat,nif-0000-00018,
CoCoMac,central nucleus of the amygdala,birnlex_2682,accessory basal nucleus (amygdala),exists,birnlex_2686,macaque,nif-0000-00022,
BAMS,Bed nuclei of the stria terminalis,birnlex_724,Dorsal nucleus raphe,exists,birnlex_982,Rat,nif-0000-00018,
BAMS,Primary motor area,nlx_143555,Parafascicular nucleus,weak,birnlex_952,Rat,nif-0000-00018,PMID:2452673
TemporalLobe.com,Presubiculum,birnlex_1108,Medial Entorhinal Area,exists,nlx_21359,Rat,nif-0000-24805,
TemporalLobe.com,CA1,birnlex_1197,Cingulate,exists,,Rat,nif-0000-24805,
TemporalLobe.com,Cingulate,,RSC,exists,,Rat,nif-0000-24805,
TemporalLobe.com,Lateral Entorhinal Area,nlx_73082,Subiculum,exists,birnlex_1305,Rat,nif-0000-24805,
TemporalLobe.com,Subiculum,birnlex_1305,CA3,exists,birnlex_1204,Rat,nif-0000-24805,
TemporalLobe.com,Presubiculum,birnlex_1108,Presubiculum,exists,birnlex_1108,Rat,nif-0000-24805,
BrainMaps,FEF,,reticular nucleus of thalamus,unknown,birnlex_1721,macaca mulatta,nif-0000-00093,
TemporalLobe.com,PER,,Medial Entorhinal Area,exists,nlx_21359,Rat,nif-0000-24805,
BAMS,Lateral septal nucleus caudal (caudodorsal) part,birnlex_1321,Parataenial nucleus,exists,birnlex_860,Rat,nif-0000-00018,PMID:9385454
TemporalLobe.com,Medial Entorhinal Area,nlx_21359,Parasubiculum,exists,nlx_anat_091002,Rat,nif-0000-24805,
TemporalLobe.com,Postrhinal cortex,nlx_anat_1005005,Retrosplenial cortex Area 30,exists,,Rat,nif-0000-24805,
TemporalLobe.com,Medial Entorhinal Area,nlx_21359,Retrosplenial cortex Area 30,exists,,Rat,nif-0000-24805,
TemporalLobe.com,Cingulate,,RSC,exists,,Rat,nif-0000-24805,
BAMS,Precommissural nucleus,,Supramammillary nucleus lateral part,weak,birnlex_1479,Rat,nif-0000-00018,PMID:10331578
TemporalLobe.com,Retrosplenial cortex Area 29ab unspecified,,Lateral Entorhinal Area,exists,nlx_73082,Rat,nif-0000-24805,
TemporalLobe.com,Dentate gyrus,birnlex_1178,CA1,exists,birnlex_1197,Rat,nif-0000-24805,
TemporalLobe.com,RSC,,Presubiculum,exists,birnlex_1108,Rat,nif-0000-24805,
BAMS,Precommissural nucleus,,Supramammillary nucleus medial part,weak,birnlex_1479,Rat,nif-0000-00018,PMID:10331578
BAMS,Precommissural nucleus,,Dorsal premammillary nucleus,weak,birnlex_1473,Rat,nif-0000-00018,PMID:10331578
TemporalLobe.com,Dentate gyrus,birnlex_1178,EC,exists,,Rat,nif-0000-24805,
TemporalLobe.com,CA3,birnlex_1204,CA3,exists,birnlex_1204,Rat,nif-0000-24805,
TemporalLobe.com,Dentate gyrus,birnlex_1178,CA3,exists,birnlex_1204,Rat,nif-0000-24805,
TemporalLobe.com,Lateral Entorhinal Area,nlx_73082,Dentate gyrus,exists,birnlex_1178,Rat,nif-0000-24805,
TemporalLobe.com,Dentate gyrus,birnlex_1178,CA3,exists,birnlex_1204,Rat,nif-0000-24805,
TemporalLobe.com,Medial Entorhinal Area,nlx_21359,Medial Entorhinal Area,exists,nlx_21359,Rat,nif-0000-24805,
TemporalLobe.com,Subiculum,birnlex_1305,CA1,exists,birnlex_1197,Rat,nif-0000-24805,
BrainMaps,supramamillary nucleus,birnlex_1479,dentate gyrus,unknown,birnlex_1178,macaca mulatta,nif-0000-00093,
CoCoMac,central nucleus of the amygdala,birnlex_2682,amygdala,weak,birnlex_1241,macaque,nif-0000-00022,
TemporalLobe.com,Retrosplenial cortex Area 29c,,Subiculum,exists,birnlex_1305,Rat,nif-0000-24805,
BrainMaps,lateral mamillary nucleus,birnlex_1460,anterodorsal nucleus of thalamus,unknown,birnlex_1358,macaca mulatta,nif-0000-00093,
CoCoMac,nucleus centrum medianum (thalamus),birnlex_805,subarea of ventral premotor cortex,exists,,macaque,nif-0000-00022,
TemporalLobe.com,Perirhinal cortex Area 36,,CA1,exists,birnlex_1197,Rat,nif-0000-24805,
CoCoMac,nucleus centrum medianum (thalamus),birnlex_805,supplementary motor area (=f6),exists,,macaque,nif-0000-00022,
